Subject Number,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth at Scye (Chest Circumference at Scye)(mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg),frontal_image,lateral_image,frontal_mask,lateral_mask
2728,Female,534.0,230.0,178.0,462.0,713.0,535.0,284.0,348.0,149.0,877.0,767.0,496.0,850.0,630.0,238.0,712.0,115.0,227.0,175.0,172.0,162.0,558.0,188.0,357.0,922.0,771.0,450.0,385.0,391.0,826.0,1492.0,18.0,520.0,529.0,682.0,669.0,682.0,695.0,15.0,675.0,1469.0,758.0,345.0,910.0,51.7,csr2728a_frontal.png,csr2728a_lateral.png,csr2728a_frontal_mask.png,csr2728a_lateral_mask.png
2729,Male,612.0,246.0,202.0,515.0,773.0,571.0,313.0,390.0,148.0,922.0,,526.0,919.0,699.0,276.0,790.0,131.0,249.0,190.0,187.0,163.0,572.0,189.0,331.0,918.0,861.0,496.0,461.0,429.0,911.0,1655.0,15.5,449.0,478.0,735.0,711.0,737.0,757.0,7.5,642.0,1641.0,836.0,414.0,950.0,61.68,csr2729a_frontal.png,csr2729a_lateral.png,csr2729a_frontal_mask.png,csr2729a_lateral_mask.png
2730,Female,578.0,234.0,203.0,527.0,803.0,600.0,324.0,380.0,134.0,837.0,729.0,580.0,867.0,777.0,234.0,781.0,108.0,245.0,187.0,191.0,143.0,548.0,187.0,377.0,937.0,826.0,514.0,408.0,419.0,885.0,1671.0,17.0,529.0,524.0,742.0,739.0,746.0,741.0,16.0,646.0,1527.0,688.0,345.0,1031.0,56.24,csr2730a_frontal.png,csr2730a_lateral.png,csr2730a_frontal_mask.png,csr2730a_lateral_mask.png
2731,Female,548.0,229.0,175.0,479.0,735.0,560.0,304.0,351.0,137.0,864.0,729.0,580.0,841.0,716.0,225.0,732.0,109.0,241.0,166.0,165.0,152.0,557.0,188.0,378.0,988.0,759.0,494.0,385.0,384.0,852.0,1593.0,12.5,572.0,565.0,700.3,694.0,703.0,704.0,15.0,610.0,1533.0,762.0,377.0,953.0,56.69,csr2731a_frontal.png,csr2731a_lateral.png,csr2731a_frontal_mask.png,csr2731a_lateral_mask.png
2733,Male,590.0,261.0,205.0,537.0,811.0,606.0,332.0,427.0,146.0,982.0,,566.0,1009.0,734.0,248.0,786.0,122.0,249.0,202.0,185.0,154.0,556.0,192.0,357.0,989.0,799.0,523.0,491.0,483.0,884.0,1666.0,22.0,583.0,581.0,746.3,729.0,751.0,759.0,12.5,578.0,1681.0,898.0,483.0,936.0,75.96,csr2733a_frontal.png,csr2733a_lateral.png,csr2733a_frontal_mask.png,csr2733a_lateral_mask.png
2734,Female,531.0,237.0,189.0,481.0,734.0,545.0,292.0,385.0,148.0,966.0,782.0,537.0,887.0,663.0,230.0,719.0,100.0,228.0,189.0,175.0,152.0,543.0,181.0,379.0,990.0,787.0,462.0,412.0,414.0,823.0,1512.0,37.0,578.0,577.0,699.3,707.0,692.0,699.0,18.0,743.0,1505.0,810.0,312.0,939.0,63.04,csr2734a_frontal.png,csr2734a_lateral.png,csr2734a_frontal_mask.png,csr2734a_lateral_mask.png
2736,Female,550.0,240.0,191.0,494.0,752.0,561.0,303.0,381.0,140.0,977.0,768.0,543.0,905.0,708.0,230.0,727.0,103.0,229.0,184.0,172.0,157.0,544.0,179.0,369.0,933.0,749.0,479.0,403.0,419.0,843.0,1560.0,28.0,540.0,556.0,692.0,688.0,676.0,712.0,20.0,595.0,1514.0,810.0,385.0,936.0,61.45,csr2736a_frontal.png,csr2736a_lateral.png,csr2736a_frontal_mask.png,csr2736a_lateral_mask.png
2737,Female,539.0,233.0,180.0,490.0,757.0,577.0,310.0,323.0,135.0,769.0,730.0,534.0,781.0,743.0,203.0,721.0,114.0,245.0,179.0,183.0,147.0,523.0,173.0,330.0,813.0,788.0,484.0,367.0,381.0,827.0,1584.0,6.0,432.0,456.0,708.3,702.0,715.0,708.0,9.0,615.0,1396.0,570.0,350.0,980.0,44.9,csr2737a_frontal.png,csr2737a_lateral.png,csr2737a_frontal_mask.png,csr2737a_lateral_mask.png
2738,Male,584.0,249.0,208.0,540.0,808.0,600.0,332.0,445.0,143.0,981.0,,595.0,1003.0,748.0,241.0,779.0,115.0,248.0,197.0,194.0,155.0,562.0,190.0,362.0,1028.0,824.0,514.0,468.0,488.0,899.0,1686.0,35.0,616.0,608.0,755.6,760.0,758.0,749.0,9.0,633.0,1674.0,882.0,454.0,983.0,75.28,csr2738a_frontal.png,csr2738a_lateral.png,csr2738a_frontal_mask.png,csr2738a_lateral_mask.png
2740,Female,553.0,237.0,176.0,522.0,802.0,626.0,346.0,356.0,128.0,872.0,713.0,617.0,836.0,807.0,191.0,745.0,111.0,243.0,184.0,182.0,140.0,538.0,192.0,409.0,999.0,869.0,545.0,390.0,393.0,859.0,1698.0,17.0,579.0,578.0,782.3,780.0,783.0,784.0,21.5,685.0,1542.0,750.0,333.0,1063.0,58.28,csr2740a_frontal.png,csr2740a_lateral.png,csr2740a_frontal_mask.png,csr2740a_lateral_mask.png
2741,Female,587.0,226.0,177.0,478.0,750.0,573.0,301.0,352.0,133.0,802.0,706.0,567.0,784.0,726.0,291.0,753.0,112.0,234.0,174.0,170.0,143.0,531.0,186.0,388.0,965.0,758.0,484.0,364.0,383.0,875.0,1607.0,14.0,551.0,545.0,708.3,705.0,711.0,709.0,13.0,674.0,1505.0,623.0,351.0,985.0,52.38,csr2741a_frontal.png,csr2741a_lateral.png,csr2741a_frontal_mask.png,csr2741a_lateral_mask.png
2742,Female,518.0,225.0,194.0,484.0,730.0,536.0,290.0,381.0,143.0,898.0,791.0,525.0,940.0,657.0,215.0,694.0,113.0,219.0,185.0,162.0,152.0,554.0,193.0,366.0,956.0,820.0,461.0,407.0,419.0,801.0,1505.0,27.0,549.0,549.0,685.3,689.0,681.0,686.0,26.0,676.0,1502.0,827.0,343.0,912.0,60.32,csr2742a_frontal.png,csr2742a_lateral.png,csr2742a_frontal_mask.png,csr2742a_lateral_mask.png
2743,Male,602.0,266.0,207.0,561.0,839.0,632.0,354.0,432.0,157.0,957.0,,573.0,984.0,754.0,237.0,812.0,114.0,264.0,209.0,199.0,174.0,586.0,192.0,367.0,940.0,858.0,533.0,448.0,472.0,929.0,1726.0,15.0,518.0,543.0,767.3,768.0,765.0,769.0,4.0,719.0,1628.0,817.0,374.0,1049.0,69.84,csr2743a_frontal.png,csr2743a_lateral.png,csr2743a_frontal_mask.png,csr2743a_lateral_mask.png
2744,Female,578.0,257.0,213.0,553.0,820.0,607.0,340.0,487.0,149.0,1290.0,1148.0,646.0,1154.0,700.0,250.0,765.0,113.0,242.0,194.0,184.0,153.0,547.0,186.0,524.0,1390.0,848.0,515.0,487.0,479.0,884.0,1646.0,34.0,651.0,677.0,737.6,744.0,734.0,735.0,41.0,857.0,1879.0,1166.0,464.0,963.0,114.06,csr2744a_frontal.png,csr2744a_lateral.png,csr2744a_frontal_mask.png,csr2744a_lateral_mask.png
2745,Female,558.0,222.0,201.0,512.0,782.0,581.0,311.0,331.0,134.0,797.0,704.0,580.0,814.0,777.0,232.0,721.0,112.0,235.0,170.0,180.0,142.0,540.0,182.0,345.0,907.0,802.0,511.0,381.0,405.0,855.0,1634.0,9.0,497.0,505.0,700.3,686.0,708.0,707.0,15.0,564.0,1453.0,675.0,382.0,983.0,51.7,csr2745a_frontal.png,csr2745a_lateral.png,csr2745a_frontal_mask.png,csr2745a_lateral_mask.png
2746,Male,650.0,258.0,197.0,550.0,836.0,639.0,353.0,414.0,144.0,863.0,,569.0,902.0,792.0,285.0,849.0,127.0,261.0,199.0,203.0,156.0,569.0,197.0,353.0,936.0,837.0,543.0,417.0,455.0,959.0,1758.0,14.0,556.0,548.0,771.6,756.0,774.0,785.0,10.0,600.0,1625.0,746.0,439.0,1032.0,66.89,csr2746a_frontal.png,csr2746a_lateral.png,csr2746a_frontal_mask.png,csr2746a_lateral_mask.png
2747,Male,605.0,255.0,189.0,534.0,811.0,622.0,345.0,435.0,149.0,931.0,,579.0,943.0,754.0,237.0,796.0,134.0,244.0,199.0,187.0,156.0,552.0,184.0,355.0,967.0,826.0,524.0,453.0,450.0,900.0,1693.0,10.0,553.0,553.0,769.6,750.0,764.0,795.0,7.0,592.0,1634.0,847.0,453.0,983.0,68.03,csr2747a_frontal.png,csr2747a_lateral.png,csr2747a_frontal_mask.png,csr2747a_lateral_mask.png
2748,Male,626.0,271.0,197.0,549.0,838.0,641.0,352.0,450.0,145.0,1022.0,,596.0,1012.0,764.0,269.0,804.0,122.0,264.0,202.0,206.0,157.0,581.0,203.0,377.0,1048.0,860.0,543.0,488.0,478.0,923.0,1719.0,15.0,642.0,643.0,791.6,792.0,792.0,791.0,16.0,623.0,1704.0,865.0,477.0,1001.0,81.63,csr2748a_frontal.png,csr2748a_lateral.png,csr2748a_frontal_mask.png,csr2748a_lateral_mask.png
2749,Male,627.0,285.0,206.0,535.0,823.0,617.0,329.0,503.0,168.0,1189.0,,601.0,1169.0,695.0,291.0,818.0,127.0,267.0,215.0,202.0,168.0,587.0,192.0,434.0,1213.0,900.0,536.0,514.0,526.0,912.0,1679.0,50.0,689.0,677.0,793.6,775.0,802.0,804.0,28.0,848.0,1878.0,1255.0,447.0,1001.0,113.83,csr2749a_frontal.png,csr2749a_lateral.png,csr2749a_frontal_mask.png,csr2749a_lateral_mask.png
2750,Female,640.0,253.0,182.0,512.0,782.0,600.0,330.0,389.0,133.0,905.0,780.0,613.0,915.0,809.0,286.0,813.0,104.0,268.0,188.0,189.0,143.0,537.0,189.0,398.0,995.0,851.0,536.0,403.0,429.0,941.0,1770.0,16.0,582.0,586.0,736.3,737.0,732.0,740.0,13.0,643.0,1695.0,775.0,426.0,1046.0,67.35,csr2750a_frontal.png,csr2750a_lateral.png,csr2750a_frontal_mask.png,csr2750a_lateral_mask.png
2751,Female,555.0,229.0,193.0,505.0,754.0,561.0,312.0,385.0,142.0,1006.0,813.0,564.0,915.0,711.0,236.0,718.0,110.0,244.0,180.0,179.0,154.0,550.0,181.0,405.0,1011.0,767.0,493.0,412.0,421.0,855.0,1595.0,26.0,576.0,584.0,734.6,721.0,735.0,748.0,23.5,676.0,1575.0,800.0,401.0,961.0,66.44,csr2751a_frontal.png,csr2751a_lateral.png,csr2751a_frontal_mask.png,csr2751a_lateral_mask.png
2752,Male,583.0,251.0,208.0,542.0,834.0,626.0,334.0,474.0,157.0,1091.0,,595.0,1099.0,741.0,232.0,749.0,121.0,254.0,205.0,199.0,166.0,579.0,193.0,378.0,1054.0,800.0,539.0,495.0,513.0,867.0,1667.0,26.0,628.0,631.0,800.3,793.0,805.0,803.0,16.0,637.0,1712.0,933.0,488.0,975.0,86.85,csr2752a_frontal.png,csr2752a_lateral.png,csr2752a_frontal_mask.png,csr2752a_lateral_mask.png
2753,Male,605.0,248.0,195.0,503.0,780.0,585.0,308.0,407.0,139.0,884.0,,562.0,920.0,698.0,275.0,809.0,116.0,248.0,208.0,182.0,153.0,541.0,186.0,354.0,941.0,862.0,502.0,443.0,425.0,889.0,1634.0,10.5,519.0,521.0,694.6,689.0,694.0,701.0,10.0,626.0,1628.0,827.0,457.0,940.0,62.13,csr2753a_frontal.png,csr2753a_lateral.png,csr2753a_frontal_mask.png,csr2753a_lateral_mask.png
2754,Female,516.0,215.0,177.0,486.0,747.0,570.0,309.0,326.0,128.0,794.0,705.0,526.0,775.0,705.0,182.0,687.0,101.0,221.0,193.0,168.0,143.0,514.0,182.0,333.0,833.0,827.0,467.0,362.0,347.0,789.0,1512.0,13.0,456.0,434.0,742.0,750.0,743.0,733.0,9.0,610.0,1372.0,660.0,283.0,927.0,41.5,csr2754a_frontal.png,csr2754a_lateral.png,csr2754a_frontal_mask.png,csr2754a_lateral_mask.png
2755,Female,527.0,231.0,184.0,463.0,709.0,525.0,279.0,338.0,133.0,847.0,742.0,534.0,802.0,696.0,232.0,721.0,112.0,214.0,183.0,170.0,149.0,548.0,185.0,353.0,897.0,748.0,474.0,376.0,384.0,823.0,1542.0,7.0,510.0,506.0,647.0,645.0,646.0,650.0,18.0,612.0,1400.0,660.0,331.0,946.0,48.98,csr2755a_frontal.png,csr2755a_lateral.png,csr2755a_frontal_mask.png,csr2755a_lateral_mask.png
2757,Female,511.0,234.0,189.0,484.0,733.0,544.0,295.0,383.0,147.0,1006.0,831.0,532.0,950.0,667.0,216.0,723.0,120.0,235.0,188.0,180.0,158.0,563.0,189.0,398.0,1015.0,798.0,491.0,412.0,429.0,814.0,1519.0,38.0,552.0,561.0,704.0,707.0,702.0,703.0,32.0,650.0,1518.0,848.0,385.0,910.0,64.85,csr2757a_frontal.png,csr2757a_lateral.png,csr2757a_frontal_mask.png,csr2757a_lateral_mask.png
2758,Female,519.0,228.0,202.0,478.0,729.0,527.0,276.0,401.0,138.0,942.0,760.0,515.0,888.0,648.0,219.0,717.0,103.0,226.0,186.0,172.0,149.0,522.0,167.0,383.0,969.0,787.0,446.0,412.0,399.0,813.0,1474.0,16.0,565.0,549.0,680.0,684.0,678.0,678.0,24.5,664.0,1494.0,763.0,352.0,901.0,59.18,csr2758a_frontal.png,csr2758a_lateral.png,csr2758a_frontal_mask.png,csr2758a_lateral_mask.png
2759,Male,598.0,240.0,228.0,567.0,872.0,644.0,339.0,419.0,151.0,969.0,,582.0,1001.0,768.0,230.0,819.0,105.0,252.0,194.0,194.0,168.0,569.0,184.0,364.0,957.0,900.0,540.0,440.0,488.0,931.0,1748.0,21.5,532.0,533.0,799.6,799.0,795.0,805.0,7.0,638.0,1651.0,851.0,457.0,1039.0,74.38,csr2759a_frontal.png,csr2759a_lateral.png,csr2759a_frontal_mask.png,csr2759a_lateral_mask.png
2760,Female,538.0,240.0,189.0,483.0,748.0,559.0,294.0,389.0,141.0,1042.0,898.0,542.0,972.0,668.0,219.0,701.0,108.0,222.0,189.0,171.0,148.0,546.0,188.0,383.0,986.0,811.0,466.0,417.0,436.0,804.0,1504.0,30.0,557.0,560.0,713.6,712.0,717.0,712.0,24.0,698.0,1520.0,884.0,343.0,943.0,64.63,csr2760a_frontal.png,csr2760a_lateral.png,csr2760a_frontal_mask.png,csr2760a_lateral_mask.png
2761,Male,586.0,260.0,206.0,522.0,808.0,602.0,316.0,459.0,150.0,1027.0,,573.0,1042.0,681.0,254.0,762.0,129.0,254.0,224.0,190.0,154.0,568.0,202.0,358.0,1045.0,896.0,508.0,484.0,493.0,874.0,1629.0,43.0,585.0,579.0,745.6,737.0,750.0,750.0,12.0,725.0,1674.0,974.0,389.0,967.0,82.09,csr2761a_frontal.png,csr2761a_lateral.png,csr2761a_frontal_mask.png,csr2761a_lateral_mask.png
2762,Male,543.0,254.0,216.0,525.0,799.0,583.0,309.0,405.0,154.0,944.0,,557.0,964.0,707.0,212.0,728.0,120.0,242.0,189.0,183.0,156.0,563.0,182.0,363.0,959.0,807.0,504.0,443.0,464.0,847.0,1601.0,24.0,551.0,558.0,740.6,738.0,736.0,748.0,12.0,627.0,1572.0,834.0,414.0,934.0,67.8,csr2762a_frontal.png,csr2762a_lateral.png,csr2762a_frontal_mask.png,csr2762a_lateral_mask.png
2765,Female,596.0,234.0,190.0,537.0,822.0,632.0,347.0,404.0,129.0,1069.0,789.0,629.0,988.0,776.0,247.0,764.0,112.0,240.0,186.0,184.0,145.0,517.0,175.0,423.0,1108.0,961.0,533.0,430.0,437.0,859.0,1678.0,18.0,604.0,597.0,738.3,732.0,736.0,747.0,27.0,784.0,1628.0,886.0,341.0,1067.0,75.96,csr2765a_frontal.png,csr2765a_lateral.png,csr2765a_frontal_mask.png,csr2765a_lateral_mask.png
2766,Female,606.0,282.0,206.0,569.0,865.0,659.0,363.0,565.0,144.0,1408.0,1169.0,707.0,1317.0,725.0,269.0,774.0,119.0,247.0,198.0,192.0,148.0,561.0,189.0,650.0,1645.0,890.0,529.0,509.0,525.0,873.0,1655.0,64.0,906.0,910.0,808.3,801.0,810.0,814.0,63.0,976.0,2028.0,1294.0,447.0,1015.0,156.46,csr2766a_frontal.png,csr2766a_lateral.png,csr2766a_frontal_mask.png,csr2766a_lateral_mask.png
2767,Female,582.0,227.0,177.0,474.0,734.0,557.0,297.0,378.0,136.0,832.0,683.0,525.0,805.0,693.0,274.0,774.0,118.0,230.0,169.0,172.0,145.0,531.0,184.0,393.0,974.0,718.0,482.0,355.0,382.0,870.0,1563.0,18.5,555.0,566.0,687.6,675.0,694.0,694.0,13.0,682.0,1535.0,659.0,370.0,947.0,53.51,csr2767a_frontal.png,csr2767a_lateral.png,csr2767a_frontal_mask.png,csr2767a_lateral_mask.png
2768,Female,569.0,229.0,182.0,512.0,757.0,575.0,330.0,396.0,141.0,867.0,748.0,560.0,870.0,738.0,245.0,753.0,110.0,235.0,178.0,176.0,151.0,534.0,178.0,384.0,943.0,785.0,494.0,407.0,422.0,854.0,1611.0,26.0,549.0,554.0,689.3,692.0,692.0,684.0,13.0,667.0,1536.0,732.0,335.0,985.0,60.77,csr2768a_frontal.png,csr2768a_lateral.png,csr2768a_frontal_mask.png,csr2768a_lateral_mask.png
2770,Male,610.0,252.0,218.0,561.0,857.0,639.0,343.0,453.0,146.0,1001.0,,588.0,1047.0,781.0,261.0,795.0,115.0,258.0,217.0,193.0,160.0,552.0,186.0,368.0,993.0,855.0,547.0,453.0,492.0,902.0,1718.0,27.0,573.0,558.0,810.0,803.0,821.0,806.0,12.5,640.0,1662.0,876.0,418.0,1017.0,76.64,csr2770a_frontal.png,csr2770a_lateral.png,csr2770a_frontal_mask.png,csr2770a_lateral_mask.png
2771,Female,604.0,255.0,194.0,511.0,779.0,585.0,317.0,418.0,135.0,973.0,841.0,606.0,954.0,724.0,283.0,758.0,110.0,245.0,192.0,180.0,147.0,531.0,171.0,417.0,1088.0,792.0,504.0,429.0,426.0,856.0,1605.0,21.0,663.0,637.0,750.3,746.0,743.0,762.0,11.0,687.0,1625.0,846.0,373.0,983.0,73.7,csr2771a_frontal.png,csr2771a_lateral.png,csr2771a_frontal_mask.png,csr2771a_lateral_mask.png
2772,Male,624.0,261.0,214.0,570.0,865.0,651.0,356.0,502.0,149.0,1110.0,,632.0,1153.0,823.0,252.0,817.0,131.0,274.0,223.0,209.0,159.0,590.0,204.0,400.0,1107.0,906.0,570.0,511.0,505.0,944.0,1813.0,36.5,674.0,653.0,841.0,836.0,843.0,844.0,19.5,745.0,1827.0,973.0,475.0,1088.0,102.72,csr2772a_frontal.png,csr2772a_lateral.png,csr2772a_frontal_mask.png,csr2772a_lateral_mask.png
2773,Female,590.0,245.0,172.0,455.0,717.0,545.0,283.0,310.0,125.0,791.0,748.0,543.0,781.0,752.0,290.0,748.0,109.0,232.0,175.0,,139.0,528.0,187.0,318.0,800.0,817.0,500.0,391.0,348.0,843.0,1604.0,4.0,413.0,415.0,662.6,664.0,667.0,657.0,4.0,635.0,1469.0,563.0,342.0,1021.0,39.23,csr2773a_frontal.png,csr2773a_lateral.png,csr2773a_frontal_mask.png,csr2773a_lateral_mask.png
2774,Female,575.0,237.0,185.0,482.0,748.0,563.0,297.0,399.0,136.0,991.0,821.0,566.0,961.0,724.0,257.0,768.0,103.0,234.0,180.0,179.0,144.0,555.0,194.0,392.0,1018.0,790.0,494.0,422.0,403.0,867.0,1604.0,39.5,601.0,601.0,700.0,698.0,707.0,695.0,24.5,554.0,1572.0,917.0,445.0,925.0,66.89,csr2774a_frontal.png,csr2774a_lateral.png,csr2774a_frontal_mask.png,csr2774a_lateral_mask.png
2775,Male,604.0,262.0,193.0,521.0,792.0,599.0,328.0,441.0,145.0,1012.0,,546.0,1023.0,691.0,272.0,771.0,111.0,251.0,204.0,196.0,159.0,576.0,197.0,384.0,1006.0,794.0,506.0,453.0,468.0,885.0,1627.0,29.0,564.0,578.0,740.3,741.0,738.0,742.0,13.0,614.0,1670.0,867.0,473.0,906.0,73.7,csr2775a_frontal.png,csr2775a_lateral.png,csr2775a_frontal_mask.png,csr2775a_lateral_mask.png
2778,Male,651.0,264.0,219.0,554.0,843.0,624.0,335.0,444.0,157.0,1057.0,,592.0,1066.0,772.0,296.0,861.0,123.0,266.0,209.0,202.0,171.0,586.0,198.0,387.0,1050.0,864.0,543.0,496.0,516.0,977.0,1794.0,27.5,602.0,594.0,764.0,763.0,763.0,766.0,14.0,637.0,1764.0,927.0,508.0,1023.0,87.3,csr2778a_frontal.png,csr2778a_lateral.png,csr2778a_frontal_mask.png,csr2778a_lateral_mask.png
2779,Female,545.0,230.0,181.0,478.0,717.0,536.0,297.0,319.0,131.0,781.0,667.0,506.0,776.0,674.0,235.0,735.0,100.0,227.0,178.0,175.0,147.0,520.0,170.0,335.0,868.0,721.0,457.0,354.0,382.0,833.0,1523.0,10.5,486.0,488.0,677.3,669.0,677.0,686.0,13.0,633.0,1416.0,624.0,324.0,915.0,44.44,csr2779a_frontal.png,csr2779a_lateral.png,csr2779a_frontal_mask.png,csr2779a_lateral_mask.png
2780,Male,579.0,245.0,213.0,524.0,802.0,589.0,311.0,432.0,140.0,953.0,,567.0,972.0,713.0,242.0,777.0,115.0,249.0,201.0,193.0,153.0,549.0,188.0,343.0,961.0,808.0,517.0,457.0,458.0,875.0,1666.0,20.5,562.0,557.0,728.3,724.0,721.0,740.0,8.0,593.0,1678.0,836.0,503.0,930.0,66.89,csr2780a_frontal.png,csr2780a_lateral.png,csr2780a_frontal_mask.png,csr2780a_lateral_mask.png
2781,Female,580.0,257.0,226.0,527.0,788.0,562.0,301.0,496.0,148.0,1386.0,1098.0,633.0,1231.0,688.0,273.0,768.0,110.0,236.0,190.0,172.0,153.0,553.0,187.0,532.0,1431.0,861.0,487.0,508.0,467.0,875.0,1614.0,59.0,802.0,780.0,714.0,701.0,710.0,731.0,44.5,810.0,1868.0,1090.0,507.0,975.0,121.32,csr2781a_frontal.png,csr2781a_lateral.png,csr2781a_frontal_mask.png,csr2781a_lateral_mask.png
2782,Female,568.0,228.0,200.0,521.0,784.0,584.0,321.0,366.0,136.0,940.0,774.0,579.0,898.0,740.0,233.0,755.0,109.0,229.0,166.0,173.0,145.0,554.0,191.0,417.0,1056.0,781.0,494.0,413.0,423.0,865.0,1620.0,25.0,625.0,632.0,691.3,686.0,694.0,694.0,34.0,743.0,1546.0,735.0,348.0,1030.0,67.12,csr2782a_frontal.png,csr2782a_lateral.png,csr2782a_frontal_mask.png,csr2782a_lateral_mask.png
2783,Male,640.0,288.0,213.0,599.0,939.0,726.0,386.0,510.0,144.0,1269.0,,712.0,1194.0,841.0,228.0,810.0,125.0,289.0,217.0,214.0,148.0,596.0,210.0,446.0,1264.0,985.0,624.0,489.0,542.0,938.0,1868.0,55.0,754.0,724.0,857.3,873.0,858.0,841.0,33.0,668.0,1874.0,1175.0,538.0,1098.0,126.76,csr2783a_frontal.png,csr2783a_lateral.png,csr2783a_frontal_mask.png,csr2783a_lateral_mask.png
2784,Female,552.0,217.0,192.0,480.0,754.0,562.0,288.0,348.0,137.0,805.0,724.0,523.0,795.0,695.0,239.0,760.0,108.0,230.0,181.0,176.0,153.0,531.0,173.0,356.0,896.0,741.0,480.0,377.0,383.0,868.0,1583.0,17.0,531.0,521.0,683.3,684.0,683.0,683.0,14.0,633.0,1457.0,667.0,375.0,946.0,51.93,csr2784a_frontal.png,csr2784a_lateral.png,csr2784a_frontal_mask.png,csr2784a_lateral_mask.png
2787,Female,544.0,235.0,165.0,485.0,740.0,575.0,320.0,390.0,134.0,1019.0,807.0,547.0,942.0,707.0,226.0,728.0,102.0,233.0,181.0,174.0,143.0,534.0,183.0,394.0,990.0,853.0,488.0,421.0,395.0,813.0,1553.0,35.0,562.0,567.0,711.6,707.0,718.0,710.0,19.0,525.0,1562.0,910.0,505.0,905.0,64.63,csr2787a_frontal.png,csr2787a_lateral.png,csr2787a_frontal_mask.png,csr2787a_lateral_mask.png
2788,Female,500.0,230.0,175.0,471.0,745.0,570.0,296.0,369.0,121.0,918.0,740.0,529.0,877.0,704.0,196.0,665.0,95.0,236.0,174.0,180.0,135.0,500.0,168.0,369.0,963.0,838.0,488.0,377.0,403.0,759.0,1485.0,30.0,553.0,568.0,679.3,682.0,678.0,678.0,24.0,623.0,1423.0,690.0,353.0,941.0,54.42,csr2788a_frontal.png,csr2788a_lateral.png,csr2788a_frontal_mask.png,csr2788a_lateral_mask.png
2791,Female,543.0,237.0,196.0,534.0,823.0,627.0,338.0,403.0,141.0,966.0,780.0,623.0,936.0,807.0,199.0,743.0,119.0,262.0,191.0,198.0,150.0,554.0,186.0,413.0,1073.0,867.0,545.0,429.0,438.0,846.0,1688.0,27.0,612.0,635.0,761.0,753.0,767.0,763.0,31.5,718.0,1577.0,793.0,361.0,1063.0,72.79,csr2791a_frontal.png,csr2791a_lateral.png,csr2791a_frontal_mask.png,csr2791a_lateral_mask.png
2792,Male,599.0,268.0,223.0,591.0,915.0,692.0,368.0,457.0,142.0,1043.0,,634.0,1096.0,787.0,217.0,806.0,118.0,273.0,207.0,207.0,158.0,572.0,199.0,370.0,1073.0,880.0,561.0,475.0,534.0,911.0,1750.0,22.5,642.0,649.0,843.0,843.0,844.0,842.0,13.5,672.0,1695.0,890.0,468.0,1040.0,87.98,csr2792a_frontal.png,csr2792a_lateral.png,csr2792a_frontal_mask.png,csr2792a_lateral_mask.png
2793,Male,539.0,269.0,187.0,528.0,824.0,637.0,341.0,429.0,153.0,1030.0,,625.0,1057.0,770.0,181.0,686.0,125.0,253.0,215.0,196.0,167.0,602.0,201.0,359.0,994.0,840.0,558.0,443.0,509.0,803.0,1639.0,47.0,585.0,598.0,777.0,777.0,783.0,771.0,14.0,634.0,1572.0,898.0,433.0,1006.0,80.05,csr2793a_frontal.png,csr2793a_lateral.png,csr2793a_frontal_mask.png,csr2793a_lateral_mask.png
2794,Female,556.0,224.0,182.0,505.0,759.0,577.0,323.0,342.0,123.0,864.0,721.0,568.0,844.0,779.0,245.0,744.0,108.0,234.0,174.0,175.0,142.0,536.0,183.0,356.0,907.0,816.0,512.0,376.0,401.0,850.0,1634.0,14.0,516.0,534.0,714.3,711.0,721.0,711.0,16.0,565.0,1453.0,685.0,411.0,1008.0,52.15,csr2794a_frontal.png,csr2794a_lateral.png,csr2794a_frontal_mask.png,csr2794a_lateral_mask.png
2795,Female,532.0,219.0,174.0,476.0,732.0,558.0,302.0,347.0,132.0,933.0,791.0,571.0,874.0,709.0,232.0,705.0,108.0,221.0,178.0,173.0,145.0,523.0,188.0,417.0,1045.0,785.0,483.0,381.0,404.0,821.0,1548.0,25.0,605.0,602.0,673.3,670.0,669.0,681.0,35.5,670.0,1496.0,794.0,375.0,959.0,62.36,csr2795a_frontal.png,csr2795a_lateral.png,csr2795a_frontal_mask.png,csr2795a_lateral_mask.png
